asn,name,country,registry
AS10562,"AIRnet Internet Services, Inc.",US,arin
AS10563,Rochelle Municipal Utilities,US,arin
AS10564,TCSI Corporation,US,arin
AS10565,"Silicon Valley Colocation, Inc.",US,arin
AS10566,ViaGenie Inc.,CA,arin
AS10567,Total Network Access,US,arin
AS10568,Proxy Communications Corporation,CA,arin
AS10569,Red CENIAInternet,CU,lacnic
AS1057,GONET,CA,arin
AS10570,NTT Software,CA,arin
AS10571,GeoAccess,US,arin
AS10572,"Res Rocket Surfer, Inc",US,arin
AS10573,WebNexus Communications Inc.,US,arin
AS10574,"BJK & E, Inc.",US,arin
AS10575,Connectivity Internet,ZA,afrinic
AS10576,"CDnow, Inc.",US,arin
AS10577,Worldwide Internet Publishing Corp,US,arin
AS10578,Harvard University,US,arin
AS10579,Highway 1,US,arin
AS1058,GONET,CA,arin
AS10580,"ARRIS Technology, Inc.",US,arin
AS10581,Thomson Municipal,US,arin
AS10582,TMI-USA,US,arin
AS10583,Connecticut Hospital Assoc.,US,arin
AS10584,"TradeWeb, LLC",US,arin
AS10585,NETLIMITED LLC,US,arin
AS10586,OSI de Guatemala,GT,lacnic
AS10587,Fiberpipe Inc.,US,arin
AS10588,"Intelligent Computer Solutions, Inc",US,arin
AS10589,"Houston Area League of PC Users, Inc. (HAL-PC)",US,arin
AS1059,GONET,CA,arin
AS10590,Book Stacks Unlimited,US,arin
AS10591,Interact Communications,US,arin
AS10592,NET1Plus,US,arin
AS10593,AOL Inc.,US,arin
AS10594,"Cutting Edge Communications, Inc.",US,arin
AS10595,"Mauswerks, LLC.",US,arin
AS10596,Jet.Net Internet Services,US,arin
AS10597,"Crusoe Communications, Inc.",US,arin
AS10598,Central Iowa (Model) Railroad,US,arin
AS10599,McKesson Corp.,US,arin
AS106,"General Dynamics Advanced Information Systems, Inc.",US,arin
AS1060,GONET,CA,arin
AS10600,CD-GRAF PUBLICACOES ELETRONICAS LTDA,BR,lacnic
AS10601,"elNet - Electro Link Network, Inc.",US,arin
AS10602,The Diamond Lane,US,arin
AS10603,Typehouse Group,US,arin
AS10604,"Kinkos, Inc.",US,arin
AS10605,Service Net,AR,lacnic
AS10606,TALNET S.A.,AR,lacnic
AS10607,Global Communications INTERNETworking Corp.,US,arin
AS10608,Enterprise Network Systems,US,arin
AS10609,"Televar Northwest, Inc.",US,arin
AS1061,GONET,CA,arin
AS10610,American Psychological Association,US,arin
AS10611,The Reohr Group,US,arin
AS10612,"Tudor, Pickering, Holt & Co. Securities, Inc.",US,arin
AS10613,"Maui Net, Inc.",US,arin
AS10614,"Zhonka Broadband, LLC",US,arin
AS10615,UBS AG,US,arin
AS10616,National Technical Information Service,US,arin
AS10617,SION S.A,AR,lacnic
AS10618,The National Business Network Inc.,US,arin
AS10619,Public Online Communications Corporation,US,arin
AS1062,GONET,CA,arin
AS10620,Telmex Colombia S.A.,CO,lacnic
AS10621,First Internet,US,arin
AS10622,National Institute of Environmental Health Sciences (NIEHS),US,arin
AS10623,ANNAPOLIS INTERNET INC.,US,arin
AS10624,Netpoint de Venezuela,VE,lacnic
AS10625,Interactive Data RTS,US,arin
AS10626,Intranet Technologies Inc.,CA,arin
AS10627,Critical Path Inc.,US,arin
AS10628,ViaWest,US,arin
AS10629,Inter-Pacific Network Services,US,arin
AS1063,GONET,CA,arin
AS10630,Avati Seguranca Digital Avancada Ltda,BR,lacnic
AS10631,Georgia State University,US,arin
AS10632,Puget Sound Energy,US,arin
AS10633,"Avid Technology, Inc.",US,arin
AS10634,"iNET Computers, Inc.",US,arin
AS10635,GTE Law Enforcement Services,US,arin
AS10636,Capgemini Financial Services USA Inc.,US,arin
AS10637,Troy Systems,US,arin
AS10638,Kana.Com,US,arin
AS10639,ALPHABLOX CORPORATION,US,arin
AS1064,GONET,CA,arin
AS10640,DATANET S.A.,AR,lacnic
AS10641,TicketMaster Corp.,US,arin
AS10642,"DHM Information Management, Inc",US,arin
AS10643,"Suburban Cable TU CO, Inc.",US,arin
AS10644,AlliedSignal Automotive Aftermarket,US,arin
AS10645,"Applied Innovations, Inc.",US,arin
AS10646,Television Communications Network,US,arin
AS10647,Nicholas Applegate,US,arin
AS10648,Pacific Brokerage Services,US,arin
AS1065,GONET,CA,arin
AS10650,Extreme Internet,US,arin
AS10651,Internet Communications Corp,US,arin
AS10652,NetSide Corporation,US,arin
AS10653,USAI.NET,US,arin
AS10654,Connections Communications Sources Corp,US,arin
AS10655,"BUREAU OF NATIONAL AFFAIRS, INC.",US,arin
AS10656,Eau Claire Press Company,US,arin
AS10657,Giant Step,US,arin
AS10658,Kollektive lucid ephemeric kaptive syndrome socitey,US,arin
AS10659,IBM,US,arin
AS1066,GONET,CA,arin
AS10660,SYSNET Communications,US,arin
AS10661,Steadfast Financial LP,US,arin
AS10662,Norfolk Southern Corporation,US,arin
AS10663,"DiscoverNet, Incorporated",US,arin
AS10664,CP Internet,US,arin
AS10665,SkyNET Corporation,US,arin
AS10666,"Allergan, Inc.",US,arin
AS10667,"Fidelity National Information Services, Inc.",US,arin
AS10668,"Lee Enterprises, Inc.",US,arin
AS10669,Jobtrak Corp.,US,arin
AS1067,GONET,CA,arin
AS10670,COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO ESTADO MG,BR,lacnic
AS10671,Comision Nacional de Actividades Espaciales,AR,lacnic
AS10672,Red Storm Entertainment,US,arin
AS10673,"Affinity Internet, Inc",US,arin
AS10674,Gainesville Regional Utilities,US,arin
AS10675,Viet-My,US,arin
AS10676,IBM,US,arin
AS10677,OMNCS,US,arin
AS10678,@trends.ca,CA,arin
AS10679,InterNetwork Services,US,arin
AS1068,GONET,CA,arin
AS10680,Indiana University-Purdue University at Indianapolis,US,arin
AS10681,AOL Inc.,US,arin
AS10682,Vision Twenty-One,US,arin
AS10683,"Cruizo, Inc.",US,arin
AS10684,EmpireNet,US,arin
AS10685,A5.COM,US,arin
AS10686,Myxa Corporation,US,arin
AS10687,DISTRIBUTEL COMMUNICATIONS LTD.,CA,arin
AS10688,ISM AUTOMACAO S.A.,BR,lacnic
AS10689,"Fox Valley Internet, Inc.",US,arin
AS1069,GONET,CA,arin
AS10690,NETSCOUT SYSTEMS INC.,US,arin
AS10691,ColInterNet,CO,lacnic
AS10692,"DLS Internet Services, Inc",US,arin
AS10693,First Coast On Line Inc.,US,arin
AS10694,"Monster Worldwide, Inc.",US,arin
AS10695,"Wal-Mart Stores, Inc.",US,arin
AS10696,MicroPatent,US,arin
AS10697,Interlink S.R.L.,AR,lacnic
AS10698,Wood River Technologies,US,arin
AS10699,"TelSoft Consultants, Inc.",US,arin
AS107,Air Force Systems Networking,US,arin
AS1070,GONET,CA,arin
AS10700,"TECINFO, Inc.",US,arin
AS10701,"Fiber Plus, Inc",US,arin
AS10702,Idaho National Laboratory,US,arin
AS10703,Quadrunner Communications,US,arin
AS10704,ML Telecom,BR,lacnic
AS10705,NetUnlimited Inc.,US,arin
AS10706,"Grupo Empresarial Mexicano en Telecomunicaciones, S.A. de C.V.",MX,lacnic
AS10707,"Magibox, Inc.",US,arin
AS10708,SelectNet Internet Services,US,arin
AS10709,Net USA,US,arin
AS1071,GONET,CA,arin
AS10710,Ikon/USConnect Atlanta,US,arin
AS10711,Rural Connections,US,arin
AS10712,"Strada Internet Services, Inc.",US,arin
AS10713,"Insync Internet Services, Inc.",US,arin
AS10714,The Rock Island Group,US,arin
AS10715,Universidade Federal de Santa Catarina,BR,lacnic
AS10716,OPTIMAL INTEGRATED SOLUTIONS,US,arin
AS10717,Scholastic Inc.,US,arin
AS10718,Conseco Companies,US,arin
AS10719,"MCI Communications Services, Inc. d/b/a Verizon Business",US,arin
AS1072,GONET,CA,arin
AS10720,"MCI Communications Services, Inc. d/b/a Verizon Business",US,arin
AS10721,The Andersons Inc,US,arin
AS10722,Aluminum Co. of America,US,arin
AS10723,Meritage Group LP,US,arin
AS10724,Harbor Enterprise Center,US,arin
AS10725,"Genentech, Inc.",US,arin
AS10726,"Internet Navigator, Inc.",US,arin
AS10727,"Netaccess, Inc.",US,arin
AS10728,"T-Mobile USA, Inc.",US,arin
AS10729,Business Products,US,arin
AS1073,GONET,CA,arin
AS10730,"Syndeo Networks, Inc",US,arin
AS10731,"Daedal Enterprises, Inc.",US,arin
AS10732,TierraNet Inc.,US,arin
AS10733,DC MATRIX INTERNET S/A,BR,lacnic
AS10734,Sioux Valley Wireless,US,arin
AS10735,DataCourse Internet Solutions,US,arin
AS10736,"International Telcom, Ltd.",US,arin
AS10737,CellularONE,US,arin
AS10738,"NACIO Systems, Inc.",US,arin
AS10739,CyberNET Engineering,US,arin
AS1074,GONET,CA,arin
AS10740,"Origin Systems, INC.",US,arin
AS10741,Wam Net Enterprises Inc.,US,arin
AS10742,Deniz Corporation,US,arin
AS10743,NTT Multimedia Communication Laboratories,US,arin
AS10744,"Innovative Business Technology, Inc.",US,arin
AS10745,ARIN Operations,US,arin
AS10746,TOSHIBA AMERICA INFORMATION SYSTEMS,US,arin
AS10747,"Epic Hosting, LLC",US,arin
AS10748,Quantum Research Corporation,US,arin
AS10749,"Affinity Internet, Inc",US,arin
AS1075,GONET,CA,arin
AS10750,Mark Twain Rural Telephone Co.,US,arin
AS10751,G.T.S.,CA,arin
AS10752,"SuperHighway.net, Inc.",US,arin
AS10753,"Level 3 Parent, LLC",US,arin
AS10754,Federal Reserve Board,US,arin
AS10755,Dartmouth College,US,arin
AS10756,"VVM, Inc.",US,arin
AS10757,SSD S. A.,AR,lacnic
AS10758,"INWave Internet, Inc",US,arin
AS10759,Berkeley County Government,US,arin
AS1076,GONET,CA,arin
AS10760,"CS Wireless Systems, Inc.",US,arin
AS10761,"Tricetel, Inc.",US,arin
AS10762,TestDrive Corporation,US,arin
AS10763,"Web Side Story, Inc.",US,arin
AS10764,National Center for Supercomputing Applications,US,arin
AS10765,CloudNet,US,arin
AS10766,"Toshiba America Information Systems, CSE",US,arin
AS10767,Hiper Net,US,arin
AS10768,Cogent Communications,US,arin
AS10769,Tidal Wave Internet,US,arin
AS1077,GONET,CA,arin
AS10770,AT&T Corp.,US,arin
AS10771,AT&T Corp.,US,arin
AS10772,AT&T Corp.,US,arin
AS10773,AT&T Corp.,US,arin
AS10774,AT&T Corp.,US,arin
AS10775,"Bernard Hodes Advertising, Inc.",US,arin
AS10776,NETSCAN Technology Corporation,US,arin
AS10777,"Buzzeo, Inc",US,arin
AS10778,MCL Internet,CL,lacnic
AS10779,Flagship Customs Services,US,arin
AS1078,GONET,CA,arin
AS10780,"Pure Storage, INC.",US,arin
AS10781,"Vineyard.NET, Inc.",US,arin
AS10782,Hewlett-Packard Company,US,arin
AS10783,Internet Web Service Corporation,US,arin
AS10784,"MCI Communications Services, Inc. d/b/a Verizon Business",US,arin
AS10785,Internet Services S.A.,AR,lacnic
AS10786,Chartway Federal Credit Union,US,arin
AS10787,"mother.com, Inc.",US,arin
AS10788,CDW LLC,US,arin
AS10789,The Bignet,US,arin
AS1079,GONET,CA,arin
AS10790,Quatro Systems Inc,US,arin
AS10791,PDQ NET INCORPORATED,US,arin
AS10792,WebNet Inc.,US,arin
AS10793,ID Software,US,arin
AS10794,Bank of America,US,arin
AS10795,Desarrollos Digitales S. A.,AR,lacnic
AS10796,Time Warner Cable Internet LLC,US,arin
AS10797,"MICH.COM, INC.",US,arin
AS10798,The Standard Bank of South Africa Limited,ZA,afrinic
AS10799,Pittencrief Communications,US,arin
AS108,Xerox Corporation,US,arin
AS1080,GONET,CA,arin
AS10800,Internet Arena,US,arin
AS10801,REGIONS FINANCIAL CORPORATION,US,arin
AS10802,KOPPEL STEEL,US,arin
AS10803,The Immedia Ecosystem (Pty) Ltd,ZA,afrinic
AS10804,"Rocket Science Computer Services, Inc.",US,arin
AS10805,"MCI Communications Services, Inc. d/b/a Verizon Business",US,arin
AS10806,AGENCE FRANCE PRESSE,US,arin
AS10807,"Hitachi Business International, Ltd.",JP,apnic
AS10808,The Globe and Mail,CA,arin
AS10809,North Country Internet Access,US,arin
AS1081,GONET,CA,arin
AS10810,"Harvest Communications, Inc.",US,arin
AS10811,Internet Express Network,US,arin
AS10812,University of Texas System,US,arin
AS10813,Deltathree,US,arin
AS10814,XS Bandwidth Associates,US,arin
AS10815,Turnkey Internet Inc.,US,arin
AS10816,"DeskTalk Systems, Inc.",US,arin
AS10817,Georgia Connection.net,US,arin
AS10818,Fullnet Communications,US,arin
AS10819,IFWORLD Inc.,US,arin
AS1082,GONET,CA,arin
AS10820,Mecklermedia Corp.,US,arin
AS10821,"The Pioneer Telephone Association, Inc.",US,arin
AS10822,"Unistar Entertainment, Inc",US,arin
AS10823,"NetCarrier, Inc.",US,arin
AS10824,BANQUE DE LA REPUBLIQUE D'HAITI,HT,lacnic
AS10825,Qwest Corporation,US,arin
AS10826,Qwest Corporation,US,arin
AS10827,Qwest Corporation,US,arin
AS10828,Qwest Corporation,US,arin
AS10829,Qwest Corporation,US,arin
AS1083,GONET,CA,arin
AS10830,Qwest Corporation,US,arin
AS10831,Qwest Corporation,US,arin
AS10832,Qwest Corporation,US,arin
AS10833,Qwest Corporation,US,arin
AS10834,Telefonica de Argentina,AR,lacnic
AS10835,"Visionary Communications, Inc.",US,arin
AS10836,New Jersey Computer Connection,US,arin
AS10837,Wells Fargo & Company,US,arin
AS10838,Oceanic Internet,US,arin
AS10839,"Computerese Information Network, Inc.",US,arin
AS1084,GONET,CA,arin
AS10840,Health and Welfare Agency Data Center,US,arin
AS10841,sbc sistema brasileiro de comunicações ltda,BR,lacnic
AS10842,Cegelec ESCA Corporation,US,arin
AS10843,Advanced Internet Technologies,US,arin
AS10844,Vastnet Corp,US,arin
AS10845,HITCOM CORP,US,arin
AS10846,Deere & Company,US,arin
AS10847,"Podernet, S.A. de C.V.",MX,lacnic
AS10848,"Dell Marketing USA, L.P.",US,arin
AS10849,Dallas County Community College District,US,arin
AS1085,GONET,CA,arin
AS10850,The M/A/R/C Group,US,arin
AS10851,St Johns County BOCC,US,arin
AS10852,"Premier Internet, Inc.",US,arin
AS10853,Andersen Corporation,US,arin
AS10854,AirMedia,US,arin
AS10855,AUTO BY TEL,US,arin
AS10856,LINKDATA COMMUNICATIONS INC,CA,arin
AS10857,"JCPenney Co., Inc.",US,arin
AS10858,Hypertherm Inc.,US,arin
AS10859,CSRA LLC,US,arin
AS1086,GONET,CA,arin
AS10860,MTS Inc,US,arin
AS10861,"E-Z.Net, Inc",US,arin
AS10862,Curtis Mathes,US,arin
AS10863,"WaveFront Communications, Inc.",US,arin
AS10864,Elogic,US,arin
AS10865,Services Internet Abacom,CA,arin
AS10866,Redsat Inc.,US,arin
AS10867,Foothill-DeAnza Community College District,US,arin
AS10868,DownCity LLC,US,arin
AS10869,Bellcore,US,arin
AS1087,GONET,CA,arin
AS10870,"Link-1, Inc.",US,arin
AS10871,National Oceanic and Atmospheric Administration,US,arin
AS10872,Digital Visions,US,arin
AS10873,Siemens Microelectronics,US,arin
AS10874,Sunset Direct,US,arin
AS10875,FUNDACAO DE APOIO DA UNIVERSIDADE FEDERAL DO,BR,lacnic
AS10876,MAOZ.COM,US,arin
AS10877,Chambers Multimedia Connection,US,arin
AS10878,Internet Broadcasting System,US,arin
AS10879,Unitedhealthcare,US,arin
AS1088,GONET,CA,arin
AS10880,Yahoo,US,arin
AS10881,FUNPAR - Fundacao da UFPR para o DCTC,BR,lacnic
AS10882,Clarity Connect Inc,US,arin
AS10883,Comspan Communications Inc.,US,arin
AS10884,Oracle Corporation,US,arin
AS10885,"Amini Enterprises, Inc.",US,arin
AS10886,University of Maryland,US,arin
AS10887,BPSI Internet Services,US,arin
AS10888,National Aeronautics and Space Administration,US,arin
AS10889,Trensen Inc.,US,arin
AS1089,GONET,CA,arin
AS10890,Philadelphia Newspapers Incorporated,US,arin
AS10891,Universal Tax Systems Inc,US,arin
AS10892,"Infinite Software Solutions, Inc.",US,arin
AS10893,The New York Times Company,US,arin
AS10894,"WebGenesis, Inc",US,arin
AS10895,Telecom Argentina S.A.,AR,lacnic
AS10896,"Verifone, Inc.",US,arin
AS10897,Camara dos Deputados,BR,lacnic
AS10898,Bandwidth International (Pty) Ltd,ZA,afrinic
AS10899,RadioShack,US,arin
AS109,"Cisco Systems, Inc.",US,arin
AS1090,GONET,CA,arin
AS10900,Educational Network Provider,US,arin
AS10901,TERABIT.NET,US,arin
AS10902,BISYS Creative Solutions,US,arin
AS10903,Target Corporation,US,arin
AS10904,EQUISTAR Petrochecmical Company,US,arin
AS10905,Mobile Technology Ventures Inc,US,arin
AS10906,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,BR,lacnic
AS10907,"Security Coverage, Inc.",US,arin
AS10908,CloudfloorDNS,US,arin
AS10909,"WHITE ELM CAPITAL, LLC",US,arin
AS1091,GONET,CA,arin
AS10910,Internap Network Services Corporation,US,arin
AS10911,Internap Network Services Corporation,US,arin
AS10912,Internap Network Services Corporation,US,arin
AS10913,Internap Network Services Corporation,US,arin
AS10914,Cypherpunk Privacy Network,BM,arin
AS10915,CQL Incorporated,US,arin
AS10916,First Volunteer Bank,US,arin
AS10917,Thomson Corporation,US,arin
AS10918,"Sitelock, LLC",US,arin
AS10919,Troy Corporation,US,arin
AS1092,GONET,CA,arin
AS10920,John Paul the Great Catholic University,US,arin
AS10921,Commonwealth of KentuckyDepartment of Information Systems,US,arin
AS10922,Live Journal Inc.,US,arin
AS10923,"Vonage Holdings, Inc.",US,arin
AS10924,GANDER MOUNTAIN COMPANY,US,arin
AS10925,Snowbound Software Corporation,US,arin
AS10927,Packet Clearing House,US,arin
AS10928,CTI / Netrax,US,arin
AS10929,eStruxture Data Centers Inc.,CA,arin
AS1093,GONET,CA,arin
AS10930,"Nova Internet Services, Inc.",US,arin
AS10932,UC2B,US,arin
AS10933,ATX Telecommunications Services,US,arin
AS10934,JPMorgan Chase & Co.,US,arin
AS10935,RLC INTERNET,US,arin
AS10936,Marnell Corrao Assoc.,US,arin
AS10937,AT&T Mobility Puerto Rico,PR,arin
AS10938,AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI,BR,lacnic
AS10939,"Paxton Media Group, LLC.",US,arin
AS1094,GONET,CA,arin
AS10940,"Fonality, Inc.",US,arin
AS10941,"Organic, Inc",US,arin
AS10942,"Dunlap Services, Inc.",US,arin
AS10943,OLD REPUBLIC NATIONAL TITLE INSURANCE CO.,US,arin
AS10944,Association of Bay Area Governments,US,arin
AS10945,DeMatteo Monness LLC,US,arin
AS10947,Mountain West Technologies Corporation,US,arin
AS10948,Voya Investment Management LLC,US,arin
AS10949,"Smart City Networks, L.P.",US,arin
AS1095,GONET,CA,arin
AS10950,"Politico, LLC",US,arin
AS10951,MGA ENTERTAINMENT INC.,US,arin
AS10952,East Carolina University,US,arin
AS10953,Exelon Corporation,US,arin
AS10954,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,BR,lacnic
AS10955,WILLIAM PATERSON UNIVERSITY,US,arin
AS10956,"Talk Fusion, Inc",US,arin
AS10957,REALMED CORPORATION,US,arin
AS10958,"Royell Communications, Inc.",US,arin
AS10959,Bank of America,US,arin
AS1096,GONET,CA,arin
AS10960,Qwest Corporation,US,arin
AS10961,Boston GigaPoP,US,arin
AS10962,Cerner Corporation,US,arin
AS10963,"PROTERRA, Inc.",US,arin
AS10964,Banco Credicoop Cooperativo Limitado,AR,lacnic
AS10965,MRNet,CA,arin
AS10966,"Alaska Airlines, Inc.",US,arin
AS10967,The Home Depot,US,arin
AS10968,Cargill Incorporated,US,arin
AS10969,"Transcendent, LLC",US,arin
AS1097,GONET,CA,arin
AS10970,LightEdge Solutions,US,arin
AS10971,"Cass Cable TV, Inc.",US,arin
AS10972,"Memorial University, NF CAnet 2 gigaPOP",CA,arin
AS10973,"Scatter Creek InfoNet, Inc.",US,arin
AS10974,"CUsource, LLC",US,arin
AS10975,"American International Group Data Center, Inc.",US,arin
AS10976,FUZE INC,US,arin
AS10977,Gecko Internet,US,arin
AS10978,"Match MG Chicago, INC",US,arin
AS10979,INSURANCE COMPANY OF THE WEST,US,arin
AS1098,GONET,CA,arin
AS10980,"Stafford Communications, Inc.",CA,arin
AS10981,The Oklahoma Publishing Company,US,arin
AS10982,"TiVo, Inc.",US,arin
AS10983,Telecom Argentina S.A.,AR,lacnic
AS10984,HuntTel,US,arin
AS10985,"Curtis Instruments, Inc.",US,arin
AS10986,Desarrollos Digitales de Pulsar Consulting,AR,lacnic
AS10987,Weyerhaeuser Company,US,arin
AS10988,College of Western Idaho,US,arin
AS10989,Winbeam,US,arin
AS1099,GONET,CA,arin
AS10990,"Tulix Systems, Inc.",US,arin
AS10991,Capgemini U.S. LLC,US,arin
AS10992,Giga System,AR,lacnic
AS10993,Aerioconnect,US,arin
AS10994,Time Warner Cable Internet LLC,US,arin
AS10995,PNC Bank,US,arin
AS10996,Concorde inc.,CA,arin
AS10997,Interactive Data,US,arin
AS10998,Bank of America,US,arin
AS10999,Bank of America,US,arin
AS11,Harvard University,US,arin
AS110,Xerox Advanced Information Technology,US,arin
AS1100,GONET,CA,arin
AS11000,Bank of America,US,arin
AS11001,Bank of America,US,arin
AS11002,Bank of America,US,arin
AS11003,The Procter and Gamble Company,US,arin
AS11004,KnowledgeSoft,US,arin
AS11005,"Chicago Stock Exchange, Inc.",US,arin
AS11006,HRTec,US,arin
AS11007,Jeffer Mangels Butler & Marmaro LLP,US,arin
AS11008,Netverk S.A.,AR,lacnic
AS11009,Carlow University,US,arin
AS1101,SURFnet bv,NL,ripe
AS11010,Invero S. de R.L. de C.V.,US,arin
AS11011,DuPont Fabros Technology LP,US,arin
AS11012,The Digital Design Company,US,arin
AS11013,WideOpenWest Finance LLC,US,arin
AS11014,CPS,AR,lacnic
AS11015,Texas Children's Hospital,US,arin
AS11016,Experian,US,arin
AS11017,CSN Support Services,US,arin
AS11018,NTT Multimedia Communications Laboratories,US,arin
AS11019,"HAProxy Technologies, Inc.",US,arin
AS1102,SURFnet bv,NL,ripe
AS11020,"Quantum Networking Solutions, Inc.",US,arin
AS11021,"AutoTrader.com, Inc.",US,arin
AS11022,"Alabanza, Inc.",US,arin
AS11023,System Source,US,arin
AS11024,Cogent Communications,US,arin
AS11025,"Comcast Cable Communications, LLC",US,arin
AS11026,AT&T Corp.,US,arin
AS11027,Kemper Insurance Companies,US,arin
AS11028,SETIATHOME,US,arin
AS11029,"Border Technology, LLC",US,arin
AS1103,SURFnet bv,NL,ripe
AS11030,"Qualcomm, Inc.",US,arin
AS11031,Orbis Investments (Canada) Limited,CA,arin
AS11032,Universite du Quebec,CA,arin
AS11033,LYNXNET.CA,CA,arin
AS11034,"IntelePeer, Inc.",US,arin
AS11035,"The Raymond F. Kravis Center for the Performing Arts, Inc.",US,arin
AS11036,"Signal Perfection, Ltd., Inc.",US,arin
AS11037,Mohawk Shared Services Inc,CA,arin
AS11038,"Salish Networks, Inc.",US,arin
AS11039,The George Washington University,US,arin
AS1104,Stichting Nederlandse Wetenschappelijk Onderzoek Instituten,EU,ripe
AS11040,Fidelity Investments,US,arin
AS11041,"Atlantic.net, Inc.",US,arin
AS11042,NETWORK TRANSIT HOLDINGS LLC,US,arin
AS11043,RoadRunner,"",radb
AS11045,"Sterling Communications, Inc.",US,arin
AS11046,Little Apple Technologies,US,arin
AS11047,Hartford Hospital,US,arin
AS11048,"4BIS.COM, Inc.",US,arin
AS11049,Oracle Corporation,US,arin
AS1105,SURFnet bv,NL,ripe
AS11050,Kent State University,US,arin
AS11051,"Evocative, Inc.",US,arin
AS11052,Intermountain Health Care,US,arin
AS11054,"LivePerson, Inc.",US,arin
