network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2001:250:fe01::/49,2037013,1814991,,0,0,,45.7500,126.6500,100
2001:250:fe01:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe02::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe04::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe08::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe10::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe20::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe40::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe80::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:ff00::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:251::/32,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:252::/32,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:254::/32,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:100::/49,1808926,1814991,,0,0,,30.2936,120.1614,100
2001:256:100:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:101::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:102::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:104::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:108::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:110::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:120::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:140::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:180::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:200::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:400::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:800::/37,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:1000::/36,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:2000::/35,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:4000::/34,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:256:8000::/33,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:258::/32,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:260::/32,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268::/39,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:200::/40,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:300::/46,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:304::/47,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:306::/49,1857550,1861060,,0,0,690-0887,35.4722,133.0506,100
2001:268:306:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:307::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:308::/45,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:310::/44,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:320::/43,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:340::/42,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:380::/41,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:400::/38,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:800::/37,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:1000::/36,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:2000::/35,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:4000::/34,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:8000::/34,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c000::/45,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c008::/46,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c00c::/49,1859642,1861060,,0,0,210-0835,35.5206,139.7172,100
2001:268:c00c:8000::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c00d::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c00e::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c00e:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c00f::/49,1848354,1861060,,0,0,231-0021,35.4478,139.6425,100
2001:268:c00f:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c010::/44,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c020::/44,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c030::/45,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c038::/46,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c03c::/47,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c03e::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c03f::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c03f:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c040::/47,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c042::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c043::/49,1848354,1861060,,0,0,231-0021,35.4478,139.6425,100
2001:268:c043:8000::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c044::/50,2113164,1861060,,0,0,270-1166,35.8667,140.0167,100
2001:268:c044:4000::/50,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c044:8000::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c045::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c046::/47,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c048::/45,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c050::/46,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c054::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c054:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c055::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c055:8000::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c056::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c056:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c057::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c057:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c058::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c058:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c059::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c05a::/47,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c05c::/46,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c060::/45,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c068::/46,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c06c::/47,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c06e::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c06e:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c06f::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c070::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c071::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c071:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c072::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c073::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c074::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c075::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c076::/49,6419275,1861060,,0,0,140-0003,35.6133,139.7583,100
2001:268:c076:8000::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c077::/49,1859740,1861060,,0,0,350-0852,35.9086,139.4853,100
2001:268:c077:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c078::/49,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:c078:8000::/49,1850144,1861060,,0,0,201-0003,35.6364,139.5744,100
2001:268:c079::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c07a::/47,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c07c::/46,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c080::/41,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c100::/40,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c200::/39,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c400::/38,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:c800::/37,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d000::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d001::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:d002::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d003::/48,6940394,1861060,,0,0,330-0063,35.8569,139.6489,100
2001:268:d004::/47,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:d006::/48,1850147,1861060,,0,0,100-0001,35.6427,139.7677,100
2001:268:d007::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d008::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d009::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d009:8000::/49,1864518,1861060,,0,0,182-0015,35.6556,139.5522,100
2001:268:d00a::/47,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d00c::/46,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d010::/44,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d020::/44,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d030::/47,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d032::/48,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d033::/49,1850144,1861060,,0,0,201-0011,35.6345,139.5588,100
2001:268:d033:8000::/49,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d034::/46,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d038::/45,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d040::/42,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d080::/41,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d100::/40,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d200::/39,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d400::/38,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:d800::/37,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:268:e000::/35,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:270::/32,1835841,1835841,,0,0,,37.0000,127.5000,100
2001:278::/32,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:280::/32,1835841,1835841,,0,0,,37.0000,127.5000,100
2001:288::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:100::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:104::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:106::/49,1796236,1668284,,0,0,,31.0456,121.3997,100
2001:288:106:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:107::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:108::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:110::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:120::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:140::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:180::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:200::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:400::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1000::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1001::/49,1668341,1668284,,0,0,,25.0418,121.4966,100
2001:288:1001:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1002::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1004::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1008::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1010::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1020::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1040::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1080::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1100::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1200::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1400::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:1800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:2000::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:2200::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:2280::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22a0::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22b0::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22b8::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22ba::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22bb::/49,1668341,1668284,,0,0,,25.0418,121.4966,100
2001:288:22bb:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22bc::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:22c0::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:2300::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:2400::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:2800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3000::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3004::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3005::/49,1668341,1668284,,0,0,,25.0418,121.4966,100
2001:288:3005:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3006::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3008::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3010::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3020::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3040::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3080::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3100::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3200::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3400::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:3800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4000::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4400::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4600::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4680::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4690::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4694::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4696::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4697::/49,1675151,1668284,,0,0,,24.8047,120.9714,100
2001:288:4697:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4698::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:46a0::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:46c0::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4700::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:4800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5000::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5008::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5009::/49,1668399,1668284,,0,0,,24.1433,120.6814,100
2001:288:5009:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:500a::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:500c::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:500d::/49,1668399,1668284,,0,0,,24.1433,120.6814,100
2001:288:500d:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:500e::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5010::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5014::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5015::/49,1668341,1668284,,0,0,,25.0418,121.4966,100
2001:288:5015:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5016::/49,1668399,1668284,,0,0,,24.1433,120.6814,100
2001:288:5016:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5017::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5018::/49,1668399,1668284,,0,0,,24.1433,120.6814,100
2001:288:5018:8000::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5019::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:501a::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:501c::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5020::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5040::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5080::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5100::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5200::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5400::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:5800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:6000::/36,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7000::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7001::/48,1668355,1668284,,0,0,,22.9933,120.2036,100
2001:288:7002::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7004::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7008::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7010::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7020::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7040::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7080::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7100::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7200::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7400::/38,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:7800::/37,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8000::/48,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8001::/49,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8001:8000::/49,1673820,1668284,,0,0,,22.6333,120.3500,100
2001:288:8002::/47,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8004::/46,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8008::/45,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8010::/44,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8020::/43,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8040::/42,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8080::/41,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8100::/40,1668284,1668284,,0,0,,23.5000,121.0000,100
2001:288:8200::/39,1668284,1668284,,0,0,,23.5000,121.0000,100
