network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2001:240:bc00::/38,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:240:c000::/34,1861060,1861060,,0,0,,36.0000,138.0000,100
2001:250::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:200::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:204::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:206::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:207::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:207:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:208::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:208:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:209::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:209:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:20a::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:20a:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:20b::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:20c::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:210::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:214::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:216::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:217::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:217:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:218::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:218:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:219::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:219:8000::/49,1816670,1814991,,0,0,,39.9289,116.3883,100
2001:250:21a::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:21c::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:220::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:240::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:280::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:300::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:400::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:401::/49,1792947,1814991,,0,0,,39.1422,117.1767,100
2001:250:401:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:402::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:404::/49,1792947,1814991,,0,0,,39.1422,117.1767,100
2001:250:404:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:405::/49,1792947,1814991,,0,0,,39.1422,117.1767,100
2001:250:405:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:406::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:408::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:410::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:420::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:440::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:480::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:500::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:600::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:800::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c00::/49,1793511,1814991,,0,0,,37.7269,112.4708,100
2001:250:c00:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c01::/49,1790630,1814991,,0,0,,34.2583,108.9286,100
2001:250:c01:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c02::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c04::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c08::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c10::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c20::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c40::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c80::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:d00::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:e00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1000::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1001::/49,9088338,1814991,,0,0,,29.5000,87.6000,100
2001:250:1001:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1002::/49,1790630,1814991,,0,0,,34.2583,108.9286,100
2001:250:1002:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1003::/48,1790630,1814991,,0,0,,34.2583,108.9286,100
2001:250:1004::/49,1790630,1814991,,0,0,,34.2583,108.9286,100
2001:250:1004:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1005::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1005:8000::/49,1790630,1814991,,0,0,,34.2583,108.9286,100
2001:250:1006::/48,1790630,1814991,,0,0,,34.2583,108.9286,100
2001:250:1007::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1008::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1010::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1020::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1040::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1080::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1100::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1200::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1400::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1402::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1403::/49,1804430,1814991,,0,0,,36.0564,103.7922,100
2001:250:1403:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1404::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1408::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1410::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1420::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1440::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1480::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1500::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1600::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1800::/49,1529102,1814991,,0,0,,43.8010,87.6005,100
2001:250:1800:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1801::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1802::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1804::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1808::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1810::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1820::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1840::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1880::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1900::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1a00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c00::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c02::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c02:8000::/49,1786657,1814991,,0,0,,38.4681,106.2731,100
2001:250:1c03::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c04::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c08::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c10::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c20::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c40::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1c80::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1d00::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:1e00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2000::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2001::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2001:8000::/49,1815286,1814991,,0,0,,30.6667,104.0667,100
2001:250:2002::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2003::/49,1815286,1814991,,0,0,,30.6667,104.0667,100
2001:250:2003:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2004::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2005::/49,1815286,1814991,,0,0,,30.6667,104.0667,100
2001:250:2005:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2006::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2007::/49,1815286,1814991,,0,0,,30.6667,104.0667,100
2001:250:2007:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2008::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2010::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2020::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2040::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2080::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2100::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2200::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2400::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2800::/49,1804651,1814991,,0,0,,25.0389,102.7183,100
2001:250:2800:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2801::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2802::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2804::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2808::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2810::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2820::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2840::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2880::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2900::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2a00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:2c00::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3000::/49,1809858,1814991,,0,0,,23.1167,113.2500,100
2001:250:3000:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3001::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3002::/49,1809858,1814991,,0,0,,23.1167,113.2500,100
2001:250:3002:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3003::/49,1997068,1814991,,0,0,,23.4522,116.0922,100
2001:250:3003:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3004::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3008::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3010::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3020::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3040::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3080::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3100::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3200::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3400::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3800::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c00::/49,1795565,1814991,,0,0,,22.5333,114.1333,100
2001:250:3c00:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c01::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c02::/49,1795565,1814991,,0,0,,22.5333,114.1333,100
2001:250:3c02:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c03::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c04::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c08::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c10::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c20::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c40::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3c80::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3d00::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:3e00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4000::/48,1791247,1814991,,0,0,,30.5801,114.2734,100
2001:250:4001::/49,1791247,1814991,,0,0,,30.5801,114.2734,100
2001:250:4001:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4002::/49,1791247,1814991,,0,0,,30.5801,114.2734,100
2001:250:4002:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4003::/49,1791247,1814991,,0,0,,30.5801,114.2734,100
2001:250:4003:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4004::/48,1791247,1814991,,0,0,,30.5801,114.2734,100
2001:250:4005::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4006::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4008::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4010::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4020::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4040::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4080::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4100::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4200::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4400::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4400:8000::/49,1815577,1814991,,0,0,,28.1792,113.1136,100
2001:250:4401::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4402::/49,1815577,1814991,,0,0,,28.1792,113.1136,100
2001:250:4402:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4403::/49,1928504,1814991,,0,0,,28.6411,111.7789,100
2001:250:4403:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4404::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4408::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4410::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4420::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4440::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4480::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4500::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4600::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4800::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4808::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4809::/49,1784658,1814991,,0,0,,34.6836,113.5325,100
2001:250:4809:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:480a::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:480c::/49,1804879,1814991,,0,0,,34.7442,114.4186,100
2001:250:480c:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:480d::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:480e::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:480f::/49,1793133,1814991,,0,0,,27.8456,120.4928,100
2001:250:480f:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4810::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4812::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4813::/49,1801934,1814991,,0,0,,33.5717,114.0353,100
2001:250:4813:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4814::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4818::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4820::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4840::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4880::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4900::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4a00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:4c00::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5000::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5002::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5002:8000::/49,1799962,1814991,,0,0,,32.0617,118.7778,100
2001:250:5003::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5004::/49,1799962,1814991,,0,0,,32.0617,118.7778,100
2001:250:5004:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5005::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5006::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5008::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:500c::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:500e::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:500f::/49,1886760,1814991,,0,0,,31.3041,120.5954,100
2001:250:500f:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5010::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5018::/49,1799962,1814991,,0,0,,32.0617,118.7778,100
2001:250:5018:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5019::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:501a::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:501c::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5020::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5040::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5080::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5100::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5200::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5400::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5401::/49,1808722,1814991,,0,0,,31.8639,117.2808,100
2001:250:5401:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5402::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5403::/49,1814757,1814991,,0,0,,32.3219,118.2978,100
2001:250:5403:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5404::/49,1808722,1814991,,0,0,,31.8639,117.2808,100
2001:250:5404:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5405::/49,1808722,1814991,,0,0,,31.8639,117.2808,100
2001:250:5405:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5406::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5408::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5409::/49,1808722,1814991,,0,0,,31.8639,117.2808,100
2001:250:5409:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:540a::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:540c::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5410::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5420::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5440::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5480::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5500::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5600::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5800::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5810::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5814::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5816::/49,1797929,1814991,,0,0,,36.0986,120.3719,100
2001:250:5816:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5817::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5818::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5820::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5840::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5880::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5900::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5a00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:5c00::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6000::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6400::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6408::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:640a::/49,1799397,1814991,,0,0,,29.8782,121.5495,100
2001:250:640a:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:640b::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:640c::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6410::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6420::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6440::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6480::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6500::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6600::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6800::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6801::/49,1790645,1814991,,0,0,,24.4798,118.0819,100
2001:250:6801:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6802::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6803::/49,1810821,1814991,,0,0,,26.0614,119.3061,100
2001:250:6803:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6804::/49,1810821,1814991,,0,0,,26.0614,119.3061,100
2001:250:6804:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6805::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6806::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6808::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6810::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6820::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6840::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6880::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6900::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6a00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c00::/48,1800163,1814991,,0,0,,28.5500,115.9333,100
2001:250:6c01::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c02::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c04::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c08::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c10::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c20::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c40::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6c80::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6d00::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:6e00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7000::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7400::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7401::/48,2038180,1814991,,0,0,,43.8800,125.3228,100
2001:250:7402::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7404::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7405::/49,2038180,1814991,,0,0,,43.8800,125.3228,100
2001:250:7405:8000::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7406::/47,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7408::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7410::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7420::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7440::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7480::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7500::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7600::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7800::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7801::/49,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7801:8000::/49,2037013,1814991,,0,0,,45.7500,126.6500,100
2001:250:7802::/48,2037013,1814991,,0,0,,45.7500,126.6500,100
2001:250:7803::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7804::/46,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7808::/45,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7810::/44,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7820::/43,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7840::/42,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7880::/41,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7900::/40,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7a00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:7c00::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:8000::/34,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:c000::/35,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:e000::/36,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:f000::/37,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:f800::/38,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fc00::/39,1814991,1814991,,0,0,,35.0000,105.0000,100
2001:250:fe00::/48,1814991,1814991,,0,0,,35.0000,105.0000,100
